date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:27:12	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2022:27:12%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/media/7.jpg	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/media/7.134.delayed	(from https://laravel.spruko.com/dashfox/ltr/thumbnails)
23:27:13	1348/1348	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Oct%202020%2019:09:48%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/inputtags/inputtags.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/inputtags/inputtags.css	(from https://laravel.spruko.com/dashfox/ltr/toast)
23:27:15	22489/22489	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20May%202018%2003:47:58%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/inputtags/inputtags.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/inputtags/inputtags.js	(from https://laravel.spruko.com/dashfox/ltr/toast)
23:27:17	10397/10397	---M--	200	added ('OK')	application/javascript	date:Fri,%2017%20Apr%202020%2021:16:56%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/tabs/jquery.multipurpose_tabcontent.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/tabs/jquery.multipurpose_tabcontent.js	(from https://laravel.spruko.com/dashfox/ltr/tabs)
23:27:17	342/342	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Mar%202021%2020:10:24%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/js/tabs.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/js/tabs.js	(from https://laravel.spruko.com/dashfox/ltr/tabs)
23:27:18	3135/3135	---M--	200	added ('OK')	text/css	date:Thu,%2018%20Jun%202020%2020:51:50%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/multislider/multislider.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/multislider/multislider.css	(from https://laravel.spruko.com/dashfox/ltr/carousel)
23:27:20	29231/29231	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202019%2016:43:08%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/photos/16.jpg	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/photos/16.jpg	(from https://laravel.spruko.com/dashfox/ltr/carousel)
23:27:20	34445/34445	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202019%2016:42:58%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/photos/17.jpg	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/photos/17.jpg	(from https://laravel.spruko.com/dashfox/ltr/carousel)
23:27:22	37114/37114	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202019%2016:42:50%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/photos/18.jpg	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/photos/18.jpg	(from https://laravel.spruko.com/dashfox/ltr/carousel)
23:27:24	24829/24829	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20May%202019%2016:41:28%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/photos/19.jpg	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/photos/19.jpg	(from https://laravel.spruko.com/dashfox/ltr/carousel)
23:27:25	37500/37500	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Apr%202019%2021:04:28%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/photos/20.jpg	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/photos/20.jpg	(from https://laravel.spruko.com/dashfox/ltr/carousel)
23:27:26	14045/14045	---M--	200	added ('OK')	application/javascript	date:Fri,%2015%20Feb%202019%2014:28:48%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/multislider/multislider.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/multislider/multislider.js	(from https://laravel.spruko.com/dashfox/ltr/carousel)
23:27:27	89992/89992	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Apr%202018%2000:52:10%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/owl-carousel/owl.carousel.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/owl-carousel/owl.carousel.js	(from https://laravel.spruko.com/dashfox/ltr/carousel)
23:27:27	1718/1718	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Mar%202021%2020:10:24%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/js/carousel.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/js/carousel.js	(from https://laravel.spruko.com/dashfox/ltr/carousel)
23:27:28	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Dec%202022%2022:27:28%20GMT	https://laravel.spruko.com/dashfox/ltr/.multi-collapse	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/.multi-collapse	(from https://laravel.spruko.com/dashfox/ltr/collapse)
23:27:29	301/301	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Mar%202021%2020:10:24%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/js/modal.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/js/modal.js	(from https://laravel.spruko.com/dashfox/ltr/modals)
23:27:30	7316/7316	---M--	200	added ('OK')	text/css	date:Fri,%2015%20Nov%202019%2019:21:32%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/timeline/css/timeline.min.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/timeline/css/timeline.min.css	(from https://laravel.spruko.com/dashfox/ltr/timeline)
23:27:33	171866/171866	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2019:29:54%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/media/4.jpg	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/media/4.jpg	(from https://laravel.spruko.com/dashfox/ltr/timeline)
23:27:34	20888/20888	---M--	200	added ('OK')	text/css	date:Fri,%2031%20Jul%202020%2021:57:34%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/sweet-alert/sweetalert.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/sweet-alert/sweetalert.css	(from https://laravel.spruko.com/dashfox/ltr/sweet-alert)
23:27:34	3530/3530	---M--	200	added ('OK')	application/javascript	date:Sun,%2002%20Feb%202020%2000:54:56%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/ratings.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/ratings.js	(from https://laravel.spruko.com/dashfox/ltr/sweet-alert)
23:27:35	16977/16977	---M--	200	added ('OK')	application/javascript	date:Fri,%2027%20Jul%202018%2022:19:50%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/sweet-alert/sweetalert.min.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/sweet-alert/sweetalert.min.js	(from https://laravel.spruko.com/dashfox/ltr/sweet-alert)
23:27:36	2546/2546	---M--	200	added ('OK')	application/javascript	date:Sat,%2031%20Oct%202020%2022:54:44%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/sweet-alert/jquery.sweet-alert.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/sweet-alert/jquery.sweet-alert.js	(from https://laravel.spruko.com/dashfox/ltr/sweet-alert)
23:27:37	1995/1995	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jun%202020%2000:59:30%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/ratings.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/ratings.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:38	904/904	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2018:45:30%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-1to10.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-1to10.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:39	877/877	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2018:44:20%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-movie.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-movie.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:40	825/825	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2018:42:48%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-square.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-square.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:42	1350/1350	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2018:41:52%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-pill.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-pill.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:44	1374/1374	---M--	200	added ('OK')	text/css	date:Tue,%2028%20Feb%202017%2008:14:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-reversed.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-reversed.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:45	868/868	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2018:32:40%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-horizontal.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bars-horizontal.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:46	709/709	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2019:25:02%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/fontawesome-stars.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/fontawesome-stars.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:47	831/831	---M--	200	added ('OK')	text/css	date:Tue,%2028%20Feb%202017%2008:14:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/css-stars.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/css-stars.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:48	949/949	---M--	200	added ('OK')	text/css	date:Tue,%2028%20Feb%202017%2008:14:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bootstrap-stars.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/bootstrap-stars.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:49	1051/1051	---M--	200	added ('OK')	text/css	date:Fri,%2012%20Oct%202018%2019:27:02%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/fontawesome-stars-o.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/rating/themes/fontawesome-stars-o.css	(from https://laravel.spruko.com/dashfox/ltr/rating)
23:27:50	8835/8835	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Aug%202018%2021:27:14%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/counters/waypoints.min.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/counters/waypoints.min.js	(from https://laravel.spruko.com/dashfox/ltr/counters)
23:27:51	2937/2937	---M--	200	added ('OK')	application/javascript	date:Sat,%2008%20Feb%202020%2018:00:32%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/counters/counterup.min.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/counters/counterup.min.js	(from https://laravel.spruko.com/dashfox/ltr/counters)
23:27:52	7750/7750	---M--	200	added ('OK')	application/javascript	date:Sat,%2016%20Mar%202019%2020:41:40%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/counters/jquery.missofis-countdown.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/counters/jquery.missofis-countdown.js	(from https://laravel.spruko.com/dashfox/ltr/counters)
23:27:53	643/643	---M--	200	added ('OK')	application/javascript	date:Sat,%2008%20Feb%202020%2018:03:44%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/counters/counter.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/counters/counter.js	(from https://laravel.spruko.com/dashfox/ltr/counters)
23:27:54	5914/5914	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Jul%202020%2022:14:10%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/amazeui-datetimepicker/css/amazeui.datetimepicker.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/amazeui-datetimepicker/css/amazeui.datetimepicker.css	(from https://laravel.spruko.com/dashfox/ltr/form-elements)
23:27:55	7272/7272	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Jul%202020%2022:11:14%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/jquery-simple-datetimepicker/jquery.simple-dtpicker.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/jquery-simple-datetimepicker/jquery.simple-dtpicker.css	(from https://laravel.spruko.com/dashfox/ltr/form-elements)
23:27:56	4809/4809	---M--	200	added ('OK')	text/css	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/pickerjs/picker.min.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/pickerjs/picker.min.css	(from https://laravel.spruko.com/dashfox/ltr/form-elements)
23:27:57	14918/14918	---M--	200	added ('OK')	text/css	date:Mon,%2001%20Mar%202021%2023:31:02%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/spectrum-colorpicker/spectrum.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/spectrum-colorpicker/spectrum.css	(from https://laravel.spruko.com/dashfox/ltr/form-elements)
23:27:58	10826/10826	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/jquery.maskedinput/jquery.maskedinput.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/jquery.maskedinput/jquery.maskedinput.js	(from https://laravel.spruko.com/dashfox/ltr/form-elements)
23:28:00	79820/79820	---M--	200	added ('OK')	application/javascript	date:Tue,%2009%20Mar%202021%2017:57:34%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/spectrum-colorpicker/spectrum-colorpicker.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/spectrum-colorpicker/spectrum-colorpicker.js	(from https://laravel.spruko.com/dashfox/ltr/form-elements)
23:28:02	37709/37709	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20May%202019%2023:37:02%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/amazeui-datetimepicker/js/amazeui.datetimepicker.min.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/amazeui-datetimepicker/js/amazeui.datetimepicker.min.js	(from https://laravel.spruko.com/dashfox/ltr/form-elements)
23:28:03	43578/43578	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/jquery-simple-datetimepicker/jquery.simple-dtpicker.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/jquery-simple-datetimepicker/jquery.simple-dtpicker.js	(from https://laravel.spruko.com/dashfox/ltr/form-elements)
23:28:03	17574/17574	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/pickerjs/picker.min.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/pickerjs/picker.min.js	(from https://laravel.spruko.com/dashfox/ltr/form-elements)
23:28:04	1604/1604	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Mar%202021%2020:10:24%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/js/form-elements.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/js/form-elements.js	(from https://laravel.spruko.com/dashfox/ltr/form-elements)
23:28:05	12963/12963	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Jul%202020%2020:58:08%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/fileuploads/css/fileupload.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/fileuploads/css/fileupload.css	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:07	14643/14643	---M--	200	added ('OK')	text/css	date:Tue,%2017%20Mar%202020%2022:16:58%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/fancy_fileupload.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/fancy_fileupload.css	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:07	8932/8932	---M--	200	added ('OK')	text/css	date:Wed,%2022%20Jul%202020%2016:21:36%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/sumoselect/sumoselect.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/sumoselect/sumoselect.css	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:09	22923/22923	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Jul%202020%2021:01:34%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/telephoneinput/telephoneinput.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/telephoneinput/telephoneinput.css	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:09	17156/17156	---M--	200	added ('OK')	application/javascript	date:Fri,%2027%20Apr%202018%2017:11:10%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/fileuploads/js/fileupload.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/fileuploads/js/fileupload.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:10	280/280	---M--	200	added ('OK')	application/javascript	date:Sat,%2023%20Feb%202019%2002:32:32%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/fileuploads/js/file-upload.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/fileuploads/js/file-upload.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:12	15700/15700	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2022:07:58%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/jquery.ui.widget.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/jquery.ui.widget.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:13	63531/63531	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2022:07:24%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/jquery.fileupload.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/jquery.fileupload.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:15	10606/10606	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2022:07:38%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/jquery.iframe-transport.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/jquery.iframe-transport.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:15	19664/19664	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2022:01:48%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/jquery.fancy-fileupload.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/jquery.fancy-fileupload.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:16	155/155	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2022:08:58%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/fancy-uploader.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/fancyuploder/fancy-uploader.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:17	1521/1521	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Mar%202021%2020:10:24%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/js/advanced-form-elements.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/js/advanced-form-elements.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:19	36461/36461	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Dec%202017%2017:11:00%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/sumoselect/jquery.sumoselect.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/sumoselect/jquery.sumoselect.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:21	219/219	---M--	200	added ('OK')	application/javascript	date:Sun,%2002%20Feb%202020%2001:15:20%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/telephoneinput/inttelephoneinput.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/telephoneinput/inttelephoneinput.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:22	86789/86789	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Oct%202019%2006:57:26%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/telephoneinput/telephoneinput.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/telephoneinput/telephoneinput.js	(from https://laravel.spruko.com/dashfox/ltr/form-advanced)
23:28:22	1756/1756	---M--	200	added ('OK')	image/png	date:Mon,%2013%20May%202019%2023:37:02%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/visa.png	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/visa.png	(from https://laravel.spruko.com/dashfox/ltr/form-layouts)
23:28:23	2381/2381	---M--	200	added ('OK')	image/png	date:Mon,%2013%20May%202019%2023:37:02%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/img/mastercard.png	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/img/mastercard.png	(from https://laravel.spruko.com/dashfox/ltr/form-layouts)
23:28:24	312/312	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Mar%202021%2020:10:24%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/js/form-layouts.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/js/form-layouts.js	(from https://laravel.spruko.com/dashfox/ltr/form-layouts)
23:28:26	43087/43087	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/parsleyjs/parsley.min.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/parsleyjs/parsley.min.js	(from https://laravel.spruko.com/dashfox/ltr/form-validation)
23:28:27	256/256	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Mar%202021%2020:10:24%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/js/form-validation.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/js/form-validation.js	(from https://laravel.spruko.com/dashfox/ltr/form-validation)
23:28:29	13857/13857	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/jquery-steps/jquery.steps.min.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/jquery-steps/jquery.steps.min.js	(from https://laravel.spruko.com/dashfox/ltr/form-wizards)
23:28:29	776/776	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Mar%202021%2020:10:24%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/js/form-wizard.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/js/form-wizard.js	(from https://laravel.spruko.com/dashfox/ltr/form-wizards)
23:28:31	24743/24743	---M--	200	added ('OK')	text/css	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/quill/quill.snow.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/quill/quill.snow.css	(from https://laravel.spruko.com/dashfox/ltr/form-editor)
23:28:33	25273/25273	---M--	200	added ('OK')	text/css	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/quill/quill.bubble.css	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/quill/quill.bubble.css	(from https://laravel.spruko.com/dashfox/ltr/form-editor)
23:28:34	1321/1321	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Mar%202021%2020:10:24%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/js/form-editor.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/js/form-editor.js	(from https://laravel.spruko.com/dashfox/ltr/form-editor)
23:28:35	215348/215348	---M--	200	added ('OK')	application/javascript	date:Mon,%2013%20May%202019%2023:37:04%20GMT	https://laravel.spruko.com/dashfox/ltr/assets/plugins/quill/quill.min.js	/home/code237/Documents/GitHub/templates/template4/laravel.spruko.com/dashfox/ltr/assets/plugins/quill/quill.min.js	(from https://laravel.spruko.com/dashfox/ltr/form-editor)
